1601	B	ISLA MARTIN GARCIA	-34.5167	-58.5389	1
1602	B	ARISTOBULO DEL VALLE	-34.5167	-58.5	3
1602	B	DOCTOR ANTONIO CETRANGOLO (PARADA FCGM)	-34.5167	-58.5	3
1602	B	FLORIDA	-34.5167	-58.5	4
1602	B	FLORIDA ESTAFETA No.1	-34.5167	-58.5	3
1602	B	JUAN B. JUSTO (ESTACION FCGM. FLORIDA, PDO. V. LOPEZ)	-34.5167	-58.5	3
1602	B	PUENTE SAAVEDRA	-34.5167	-58.5	3
1605	B	CARAPACHAY	-34.5333	-58.55	3
1605	B	MUNRO	-34.5333	-58.55	4
1605	B	MUNRO ESTAFETA No.2	-34.5333	-58.55	3
1607	B	BARRIO ARCA	-34.5167	-58.5389	1
1607	B	BARRIO OBRERO FERROVIARIO	-34.5167	-58.5389	1
1607	B	JOSE MARTI	-34.5167	-58.5389	1
1609	B	BOULOGNE	-34.5	-58.5667	4
1609	B	BOULOGNE ESTAFETA No.1	-34.5	-58.5667	3
1609	B	BOULOGNE ESTAFETA No.3	-34.5	-58.5667	3
1609	B	BOULOGNE SUR MER	-34.5	-58.5667	3
1611	B	BARRIO BAIRES	-34.5	-58.6333	3
1611	B	BARRIO DOCTOR RICARDO GUTIERREZ	-34.5	-58.6333	3
1611	B	DON TORCUATO	-34.5	-58.6333	4
1611	B	DON TORCUATO ESTAFETA No.1	-34.5	-58.6333	3
1611	B	DON TORCUATO ESTAFETA No.2	-34.5	-58.6333	3
1611	B	KILOMETRO 26	-34.5	-58.6333	3
1611	B	SOLANA DEL MONTE	-34.5	-58.6333	3
1612	B	ADOLFO SOURDEAUX	-34.4696	-58.6713	1
1612	B	KILOMETRO 30	-34.4696	-58.6713	1
1613	B	BARRIO EL JAGUEL	-34.5	-58.6833	3
1613	B	BARRIO EL LUCERO	-34.5	-58.6833	3
1613	B	BARRIO EL OMBU (LOS POLVORINES, PDO. GRAL. SARMIENTO)	-34.5	-58.6833	3
1613	B	BARRIO PARQUE ALVEAR	-34.5	-58.6833	3
1613	B	BARRIO QUESADA PACHECO	-34.5	-58.6833	3
1613	B	BARRIO SAN JORGE (LOS POLVORINES, PDO. GRAL. SARMIENTO)	-34.5	-58.6833	3
1613	B	BARRIO VILLA MAGDALENA	-34.5	-58.6833	3
1613	B	EL SOL	-34.5	-58.6833	3
1613	B	GUADALUPE	-34.5	-58.6833	3
1613	B	INGENIERO PABLO NOGUES	-34.5	-58.6833	3
